caseTitle,state,county,year,practiceArea,injuryType,resultType,amount,description,source
,Virginia,,2012,Personal Injury,Other,verdict,13500,"Virginia District Court Motion for Judgment, plaintiff represented by TRONFELD, WEST, judgment for plaintiff, total 13,500",STATE_COURT
,Virginia,Henrico,2012,Personal Injury,Other,verdict,13421,"Virginia District Court Motion for Judgment, (Henrico), plaintiff represented by MARKS & HARRISON, judgment for plaintiff, total 13,421.25",STATE_COURT
,Virginia,Henrico,2012,Personal Injury,Other,verdict,12546,"Virginia District Court Motion for Judgment, (Henrico), plaintiff represented by MARKS & HARRISON, judgment for plaintiff, total 12,546",STATE_COURT
,Virginia,,2012,Personal Injury,Other,verdict,11858,"Virginia District Court Motion for Judgment, plaintiff represented by TRONFELD, WEST, judgment for plaintiff, total 11,858",STATE_COURT
,Virginia,Fairfax,2012,Personal Injury,Other,verdict,10691,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 10,691.12, notes: JUDGMENT VS WAHL ONLY",STATE_COURT
,Virginia,,2012,Personal Injury,Other,verdict,10153,"Virginia District Court Motion for Judgment, plaintiff represented by MARKS & HARRISON, judgment for plaintiff, total 10,153.17",STATE_COURT
,Virginia,,2012,Personal Injury,Other,verdict,9950,"Virginia District Court Motion for Judgment, plaintiff represented by MARKS & HARRISON, judgment for plaintiff, total 9,950.38",STATE_COURT
,Virginia,,2012,Personal Injury,Other,verdict,8150,"Virginia District Court Motion for Judgment, plaintiff represented by TRONFELD, WEST, judgment for plaintiff, total 8,150",STATE_COURT
,Virginia,,2012,Personal Injury,Other,verdict,7546,"Virginia District Court Motion for Judgment, plaintiff represented by TRONFELD, WEST, judgment for plaintiff, total 7,546",STATE_COURT
,Virginia,,2012,Personal Injury,Other,verdict,6310,"Virginia District Court Motion for Judgment, plaintiff represented by TRONFELD, WEST, judgment for defendant, total 6,310, notes: ESCRO MOTORS II, LLC ADDED AS DEF BY MOTION",STATE_COURT
,Virginia,,2012,Personal Injury,Other,verdict,5915,"Virginia District Court Motion for Judgment, plaintiff represented by MARKS & HARRISON, judgment for plaintiff, total 5,915, notes: JUDGMENT FOR PLTF AGAINST HILDA GUEVARA ONLY",STATE_COURT
,Virginia,,2012,Personal Injury,Other,verdict,4556,"Virginia District Court Motion for Judgment, plaintiff represented by MARKS & HARRISON, judgment for plaintiff, total 4,556",STATE_COURT
,Virginia,,2012,Personal Injury,Other,verdict,3056,"Virginia District Court Motion for Judgment, plaintiff represented by TRONFELD, WEST, judgment for other, total 3,056, notes: JUDGMENT IN FAVOR OF DEFENDANT SALEH ELNASSEH",STATE_COURT
Mississippi Baptist Health Systems v. Kelly,Mississippi,,2011,Medical Malpractice,Wrongful Death,verdict,4691000,"Jury awarded $4,691,000 in a medical malpractice case against Baptist Medical Center on behalf of the patient and the estate of his wife.",CourtListener
Ray v. KAPIOLANI MEDICAL SPECIALISTS,Hawaii,,2011,Car Accident,Back Injury,verdict,4525000,"The circuit court granted judgment as a matter of law in favor of the Rays on their negligent treatment claim, and entered judgment in favor of the Rays for a total of $4,525.",CourtListener
,Illinois,,2011,Premises Liability,Burns,settlement,3000000,Premises Liability settlement of $3 million in Illinois.,News
"Martha Arango and Americare Nursing Services, Inc. v. Andrea Davila",Texas,,2011,Medical Malpractice,Back Injury,verdict,1818606.2,"BACKGROUND Davila, an in-home nurse employed by Americare, suffered multiple severe injuries on April 13, 2005 when the vehicle she was driving collided head-on with another vehicle on a public road in Palmview, Texas.",CourtListener
"Martha Arango and Americare Nursing Services, Inc. v. Andrea Davila",Texas,,2011,Medical Malpractice,Back Injury,verdict,1800000,"Background Davila, an in-home nurse employed by Americare, suffered multiple severe injuries on April 13, 2005 when the vehicle she was driving collided head-on with another vehicle on a public road in Palmview, Texas.",CourtListener
Ferreira v. Wyckoff Heights Medical Center,New York,,2011,Medical Malpractice,Wrongful Death,verdict,1000000,"The award of $1,000,000 for past pain and suffering does not deviate materially from what would be reasonable compensation (see CPLR 5501 [c]).",CourtListener
Alicea v. City of New York,New York,,2011,Premises Liability,Back Injury,verdict,941760,"Premises Liability jury verdict of $941,760 in New York.",CourtListener
"ZARNOCH, JERAD M. v. WILLIAMS, JEFFREY J.",New York,,2011,Truck Accident,Knee Injury,verdict,850000,The jury returned a verdict in favor of plaintiff and awarded him damages totaling approximately $850.,CourtListener
In RE ESTATE OF McFADDEN,Illinois,,2011,Truck Accident,Back Injury,verdict,800000,"Truck Accident jury verdict of $800,000 in Illinois.",CourtListener
Alicea v. City of New York,New York,,2011,Bus Accident,Broken Bones,settlement,782800,The 33-year-old plaintiff sustained a bimalleolar ankle fracture when he slipped and fell on a patch of snow-covered ice while exiting the rear doors of a MABSTOA bus.,CourtListener
Dos Santos v. Coleta,Massachusetts,,2011,Truck Accident,Spinal Cord Injury,verdict,728702,"This appeal arises from a personal injury action brought by Cleber Coleta Dos Santos (Dos Santos), his wife, and his son against Jose T.",CourtListener
"Dorothy Watson v. Robert L. Payne, Jr.",Tennessee,,2011,Medical Malpractice,Shoulder Injury,settlement,650000,"M2010-01599-COA-R3-CV, Filed April 1, The jury in this personal injury action returned a verdict awarding Plaintiff damages in the amount of “zero.",CourtListener
Ryan v. City of New York,New York,,2011,Motorcycle Accident,Other,verdict,447640.45,"), entered February 9, 2010, which, upon a jury verdict, and upon the denial of its motion pursuant to CPLR 4404 (a) to set aside the verdict and for judgment as a matter of law, is in favor of the plaintiff and against it in the principal sum of $447.",CourtListener
Likens v. HARTFORD LIFE AND ACCIDENT INSURANCE COMPANY,Texas,,2011,Workplace Injury,Wrongful Death,verdict,300000,This is a removal action wherein plaintiff seeks payment of accidental death benefits under a policy of insurance.,CourtListener
Construction Worker Fell Through Roof (MI),Michigan,,2011,Workplace Injury,Broken Bones,settlement,200000,"Construction worker fell through a roof, causing injuries.",News
Settlement Funding/Peachtree Settlement Servs. Corp. v. The Prudential Assigned Settlement Servs. Corp.,Vermont,,2011,Bus Accident,Wrongful Death,settlement,180500,"He is presently employed Shangraw’s younger sister, Corey Shangraw, recently received approval from this court to transfer a portion of her structured settlement payments to Peachtree in exchange for $94.",CourtListener
Loudin v. National Liability & Fire Insurance,Virginia,,2011,Truck Accident,Burns,settlement,150000,"DAVIS, Justice: This is an appeal by Thomas and Alice Loudin, appellants herein and plaintiffs below (hereinafter “the Loudins”), 1 from an order of the Circuit Court of Upshur County that granted su.",CourtListener
Morin v. Eastern Maine Medical Center,Maine,,2011,Medical Malpractice,Wrongful Death,verdict,150000,The jury awarded compensatory damages of $50.,CourtListener
Barden Mississippi Gaming Limited Liability Corp. v. Great Northern Insurance,Mississippi,,2011,Bus Accident,Other,settlement,72988.08,"Bus Accident settlement of $72,988.08 in Mississippi.",CourtListener
,Virginia,Petersburg,2011,Personal Injury,Other,verdict,25044,"Virginia District Court Motion for Judgment, (Petersburg), plaintiff represented by TRONFELD, WEST &, judgment for transfer/change of venue, total 25,044",STATE_COURT
,Virginia,,2011,Personal Injury,Other,verdict,25000,"Virginia District Court Motion for Judgment, plaintiff represented by TRONFELD, WEST, judgment for transfer/change of venue, total 25,000",STATE_COURT
,Virginia,,2011,Personal Injury,Other,verdict,25000,"Virginia District Court Motion for Judgment, plaintiff represented by TRONFELD, WEST, judgment for transfer/change of venue, total 25,000",STATE_COURT
,Virginia,,2011,Personal Injury,Other,verdict,25000,"Virginia District Court Motion for Judgment, plaintiff represented by TRONFELD, WEST, judgment for transfer/change of venue, total 25,000",STATE_COURT
Querin v. Scotti,New York,,2011,Car Accident,Shoulder Injury,verdict,25000,"The plaintiff correctly contended that the jury award of 5,000 for past pain and suffering deviated materially from reasonable compensation.",CourtListener
In re Estate of McFadden,Illinois,,2011,Truck Accident,Back Injury,verdict,21671.75,"OPINION ¶1 Respondent, the law firm of Kim MacCloskey & Associates, appeals the trial court’s judgment that adjudicated respondent’s attorney’s lien to zero and extinguished respondent’s claim for attorney fees pursuant to case law and the Attorneys Lien Act (the Act).",CourtListener
,Virginia,,2011,Personal Injury,Other,verdict,20056,"Virginia District Court Motion for Judgment, plaintiff represented by TRONFELD, WEST, judgment for plaintiff, total 20,056",STATE_COURT
Elmore v. Missouri State Treasurer as Custodian of the Second Injury Fund,Missouri,,2011,Medical Malpractice,Other,settlement,18882,Kathleen Elmore (“Claimant”) sought permanent total disability benefits from the Treasurer of the State of Missouri as Custodian for the Second Injury Fund (“the Fund”) after she incurred a hand injury while working as a hospital nurse.,CourtListener
,Virginia,,2011,Personal Injury,Other,verdict,14500,"Virginia District Court Motion for Judgment, plaintiff represented by TRONFELD, WEST, judgment for transfer/change of venue, total 14,500",STATE_COURT
,Virginia,Arlington,2011,Personal Injury,Other,verdict,10474,"Virginia District Court Motion for Judgment, (Arlington), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 10,474.2",STATE_COURT
,Virginia,Chesterfield,2011,Personal Injury,Other,verdict,10181,"Virginia District Court Motion for Judgment, (Chesterfield), plaintiff represented by MARKS & HARRISON, judgment for plaintiff, total 10,181",STATE_COURT
,Virginia,,2011,Personal Injury,Other,verdict,9756,"Virginia District Court Motion for Judgment, plaintiff represented by TRONFELD, WEST, judgment for plaintiff, total 9,756",STATE_COURT
,Virginia,,2011,Personal Injury,Other,verdict,8881,"Virginia District Court Motion for Judgment, plaintiff represented by TRONFELD, WEST, judgment for plaintiff, total 8,881",STATE_COURT
,Virginia,,2011,Personal Injury,Other,verdict,8056,"Virginia District Court Motion for Judgment, plaintiff represented by TRONFELD, WEST, judgment for plaintiff, total 8,056",STATE_COURT
,Virginia,,2011,Personal Injury,Other,verdict,7056,"Virginia District Court Motion for Judgment, plaintiff represented by TRONFELD, WEST, judgment for plaintiff, total 7,056",STATE_COURT
,Virginia,Arlington,2011,Personal Injury,Other,verdict,5354,"Virginia District Court Motion for Judgment, (Arlington), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 5,354.22",STATE_COURT
,Virginia,,2011,Personal Injury,Other,verdict,5158,"Virginia District Court Motion for Judgment, plaintiff represented by TRONFELD, WEST, judgment for plaintiff, total 5,158, notes: D. LYNCH,ESQ FOR M RICHNER M. BERRYMAN,ESQ FOR L JONES",STATE_COURT
,Virginia,Petersburg,2011,Personal Injury,Other,verdict,4306,"Virginia District Court Motion for Judgment, (Petersburg), plaintiff represented by MARKS & HARRISON, judgment for plaintiff, total 4,306",STATE_COURT
American Guarantee & Liability Insurance v. United States Fidelity & Guaranty Co.,Missouri,,2010,Other,Wrongful Death,settlement,87000000,The trial resulted in a jury verdict of approximately $46 million 3 for the Silva plaintiffs.,CourtListener
Ruelas v. State of California,California,,2010,Car Accident,Other,verdict,10100000,"San Bernadino, California In July of 2010, a jury in San Bernadino County decided that the civil rights of four male wards were violated during their incarceration at now-closed Herman G. Stark Youth Correctional Facility in Chino. Plaintiffs, Guillermo Ruelas, Oscar Miranda, Alejandro Espinoza and Martin Mendoza had claim.",News
In Re Fosamax Products Liability Litigation,New York,,2010,Medical Malpractice,Back Injury,verdict,8000000,"The contentious re-trial in June 2010 culminated with an $8 million verdict for Plaintiff Shirley Boles (""Plaintiff"" or ""Boles"").",CourtListener
Morales v. Interfaith Medical Center,New York,,2010,Medical Malpractice,Back Injury,settlement,3500000,Medical Malpractice settlement of $3.5 million in New York.,CourtListener
"Hood v. Avis Rent A Car System, Inc.",New York,,2010,Bus Accident,Other,verdict,2550000,Bus Accident jury verdict of $2.5 million in New York.,CourtListener
Bonkowski v. Allstate Insurance Company,Michigan,,2010,Truck Accident,Wrongful Death,verdict,2500000,A jury agreed and awarded plaintiff roughly $.,CourtListener
Garrison v. Lapine,New York,,2010,Car Accident,Traumatic Brain Injury,verdict,2000000,Car Accident jury verdict of $2 million in New York.,CourtListener
McGinnes v. Wesley Medical Center,Kansas,,2010,Medical Malpractice,Wrongful Death,verdict,2000000,"After a lengthy trial, die jury returned a verdict in favor of the plaintiffs that totaled $2,000.",CourtListener
Dowd v. New York City Transit Authority,New York,,2010,Truck Accident,Wrongful Death,settlement,1750000,"In an action to recover damages for wrongful death, the defendants appeal from a judgment of the Supreme Court, Queens County (Orlikoff-Flug, J.",CourtListener
"Tucker Nursing Center, Inc. v. Mosby",Georgia,,2010,Medical Malpractice,Back Injury,verdict,1250000,"A jury awarded the plaintiff $1,250,000 in special and compensatory damages, and the trial court entered judgment accordingly.",CourtListener
Frenchman v. Westchester Medical Center,New York,,2010,Medical Malpractice,Wrongful Death,verdict,1000000,"The defendants Westchester Medical Center, Richard Moggio, and Ron Smith appeal, as limited by their brief, from so much of a judgment of the Supreme Court, Westchester County (Colabella, J.",CourtListener
State v. Brownback,Montana,,2010,Bus Accident,Back Injury,verdict,1000000,"May 4 DA 09-0508 IN THE SUPREME COURT OF THE STATE OF MONTANA MT STATE OF MONTANA, Plaintiff and Appellee, v.",CourtListener
West Penn Allegheny Health System v. Medical Care Availability & Reduction of Error Fund,Pennsylvania,,2010,Medical Malpractice,Other,verdict,1000000,Medical Malpractice jury verdict of $1.0 million in Pennsylvania.,CourtListener
"Chase v. OHM, LLC",New York,,2010,Medical Malpractice,Back Injury,settlement,977544.53,"Medical Malpractice settlement of $977,544.53 in New York.",CourtListener
In Re Columbia Medical Center of Las Colinas,Texas,,2010,Medical Malpractice,Wrongful Death,verdict,750000,"(capping any punitive damages award at two times any amount of economic damages plus an amount equal to any noneconomic damages not exceeding $750,000).",CourtListener
"Pinecrest, LLC & Mastercare, Inc. v. Harris",Mississippi,,2010,Medical Malpractice,Wrongful Death,verdict,750000,"A Copiah County jury found unanimously for Harris and awarded damages of $750,000, and the trial court entered its judgment consistent with the jury verdict.",CourtListener
"Smith v. Niagara Frontier Transit Metro System, Inc.",New York,,2010,Truck Accident,Back Injury,settlement,350000,"The order granted plaintiffs motion, set aside the verdict and granted a new trial, unless defendants stipulated to increase the award of damages to $350.",CourtListener
State Accident Fund v. South Carolina Second Injury Fund,South Carolina,,2010,Medical Malpractice,Traumatic Brain Injury,settlement,200000,The State Accident Fund (Carrier) sought reimbursement from the South Carolina Second Injury Fund (the Fund) for monies Carrier paid to Clinton Gaskins for a stroke he suffered during surgery for a work-related back injury.,CourtListener
,Ohio,,2010,Medical Malpractice,Soft Tissue Injury,verdict,196000,Surgeon removed a portion of the common bile duct during a procedure.,News
"Rapid Settlements, Ltd v. Settlement Funding, LLC D/B/A Peachtree Settlement Fund",Texas,,2010,Bus Accident,Other,settlement,171863.91,"Appeals the trial court’s order granting summary judgment in favor of appellee Settlement Funding, LLC d/b/a Peachtree Settlement Funding (hereinafter “Peachtree”) and awarding Peachtree attorney’s fees and costs in the amount of $171.",CourtListener
In Re Settlement/Guardianship of AGM,Washington,,2010,Truck Accident,Knee Injury,settlement,100000,"Truck Accident settlement of $100,000 in Washington.",CourtListener
Francis v. Pinkhasov,New York,,2010,Car Accident,Other,verdict,79161.25,"), entered December 10, 2008, which, upon an order of the same court dated October 29, 2008, granting the plaintiffs motion pursuant to CPLR 4404 (a) to set aside the jury verdict on the issue of liability and to direct judgment in her favor in the amount of damages awarded by the jury, is in fav.",CourtListener
,Ohio,,2010,Medical Malpractice,Soft Tissue Injury,verdict,75000,Patient was injected with the wrong person's unscreened blood.,News
GUACIARO v. Gonzales,New Jersey,,2010,Truck Accident,Other,verdict,55000,"Plaintiff is awarded damages in the sum of $55,000 on a 3:0 vote.",CourtListener
Chery v. Souffrant,New York,Rockland,2010,Car Accident,Herniated Disc,verdict,50000,"Rear-end collision causing a herniated L4-5 disc. A $50,000 pain and suffering verdict under New York's 90/180-day no-fault threshold was upheld on appeal.",News
May v. Holzknecht Ex Rel. Holzknecht,Kentucky,,2010,Car Accident,Back Injury,settlement,50000,The jury awarded Holzknecht $25.,CourtListener
,Virginia,Waynesboro,2010,Personal Injury,Other,verdict,15044,"Virginia District Court Motion for Judgment, (Waynesboro), plaintiff represented by MARKS & HARRISON, judgment for other, total 15,044",STATE_COURT
,Virginia,Goochland,2010,Personal Injury,Other,verdict,15042,"Virginia District Court Motion for Judgment, (Goochland), plaintiff represented by MARKS & HARRISON, judgment for other, total 15,042",STATE_COURT
Corbett v. Wilson,Florida,,2010,Medical Malpractice,Traumatic Brain Injury,verdict,15000,"Appellant, Christopher Corbett [“Cor-bett”], appeals an order granting, in part, Appellees, Elizabeth Wilson and William Wilson’s [“the Wilsons”] motion for new trial after a jury trial in an auto accident case.",CourtListener
,Virginia,Petersburg,2010,Personal Injury,Other,verdict,14094,"Virginia District Court Motion for Judgment, (Petersburg), plaintiff represented by TRONFELD WEST, judgment for plaintiff, total 14,094",STATE_COURT
,Virginia,Petersburg,2010,Personal Injury,Other,verdict,13603,"Virginia District Court Motion for Judgment, (Petersburg), plaintiff represented by MARKS & HARRISON, judgment for plaintiff, total 13,603",STATE_COURT
,Virginia,Chesterfield,2010,Personal Injury,Other,verdict,10041,"Virginia District Court Motion for Judgment, (Chesterfield), plaintiff represented by MARKS & HARRISON, judgment for plaintiff, total 10,041",STATE_COURT
,California,,2009,Truck Accident,Wrongful Death,verdict,150750000,Family trapped under truck on Freeway after trailer tire blowout; parents and 14-year-old brother died in fire. Largest PI verdict in California history at the time.,News
Kinney-Lindstrom Ex Rel. Lindstrom v. Medical Care Availability & Reduction of Error Fund,Pennsylvania,,2009,Medical Malpractice,Back Injury,settlement,13150000,"When the trial concluded, the jury awarded $.",CourtListener
Davis v. Grant Park Nursing Home LP,District of Columbia,,2009,Medical Malpractice,Wrongful Death,verdict,10000000,"Davis seeks $10,000,000 in compensatory damages under Count I, to be assessed jointly and severally against all seven defendants.",CourtListener
Popolizio v. County of Schenectady,New York,,2009,Truck Accident,Traumatic Brain Injury,verdict,3600000,"* A jury rendered a verdict in plaintiffs favor, awarding him $1 million for past pain and suffering and $.",CourtListener
Hernandez v. Vavra,New York,,2009,Bus Accident,Wrongful Death,verdict,1750000,"), entered April 9, 2008, awarding plaintiffs damages, based upon a jury verdict finding defendants-appellants 100% negligent in causing plaintiffs’ decedent’s personal injuries, unanimously affirmed, without costs.",CourtListener
Maryland Casualty Co. v. American Home Assurance Co.,Texas,,2009,Bus Accident,Wrongful Death,settlement,1250000,Bus Accident settlement of $1.3 million in Texas.,CourtListener
Ferreira v. Wyckoff Heights Medical Center,New York,,2009,Medical Malpractice,Wrongful Death,verdict,1000000,"Judgment entered March 28, 2007 modified by correcting the judgment to provide that the award in the principal sum of $1,000,000 is in favor of plaintiff Lucia Ferreira, individually, only; as so modified, affirmed without costs.",CourtListener
Mason v. City of Chicago,Illinois,,2009,Car Accident,Knee Injury,verdict,625000,"On June 22, 2009, the jury returned a verdict for Plaintiff Curtis Mason (“Plaintiff’ or “Mason”) in the amount of $625,000 against Defendant.",CourtListener
Tudor v. Wheatland Nursing L.L.C.,Kansas,,2009,Medical Malpractice,Wrongful Death,settlement,502100.07,” The petition sought damages in the amount of $502.,CourtListener
Moss v. Wittmer,Oklahoma,,2009,Workplace Injury,Other,settlement,500000,"Pri- or to the court hearing on this agreement, the insurer advised OHCA of the settlement and OHCA asserted its intent to enforce its statutory lien against $16.",CourtListener
"SETTLEMENT CAPITAL CORPORATION, INC. v. Pagan",Texas,,2009,Other,Burns,settlement,250000,"Before the Court are the following motions from the parties: Plaintiff Settlement Capital Corporation, Inc.",CourtListener
State Farm Automobile Insurance Co. v. Stamps,Arkansas,,2009,Truck Accident,Other,settlement,250000,"Stamps alleged that she suffered damages beyond the $50,000 she had been paid and demanded that State Farm also pay the policy limits of her policy.",CourtListener
Prescod v. O'Brien,New York,,2009,Car Accident,Wrongful Death,verdict,195000,"Appeal from order, same court and Justice, entered June 4, 2008, which granted the same relief upon condition that defendant’s decedent serve and file a written withdrawal of the disclaimer of coverage by his insurance carrier, unanimo.",CourtListener
Kohlmeyer v. Second Injury Fund,Indiana,,2009,Workplace Injury,Other,settlement,165405.43,"Workplace Injury settlement of $165,405.43 in Indiana.",CourtListener
"Antonio Salinas, Jr. and San Juana Salinas, Individually and as Personal Representatives of the Estate of Tiffany Marie Salinas v. John W. Kristensen, M.D.",Texas,,2009,Medical Malpractice,Wrongful Death,verdict,152000,"Medical Malpractice jury verdict of $152,000 in Texas.",CourtListener
"Addison v. Lochearn Nursing Home, LLC",Maryland,,2009,Medical Malpractice,Back Injury,verdict,71928.9,"(hereinafter “FutureCare”), Respondent, sued Beulah Addison, Petitioner, a resident of the nursing home, for $71.",CourtListener
Allstate Settlement v. Rapid Settlements,Pennsylvania,,2009,Bus Accident,Back Injury,settlement,32500.3,"” On August 25, 2004, Rapid Settlements and Ward entered into a “Transfer Agreement” under which he agreed to transfer and assign 192 future monthly payments of $2.",CourtListener
"Allstate Settlement Corp. v. Rapid Settlements, Ltd.",Pennsylvania,,2009,Bus Accident,Back Injury,settlement,32500,"” On August 25, 2004, Rapid Settlements and Ward entered into a “Transfer Agreement” under which he agreed to transfer and assign 192 future monthly payments of $2.",CourtListener
,Virginia,Waynesboro,2009,Personal Injury,Other,verdict,15053,"Virginia District Court Motion for Judgment, (Waynesboro), plaintiff represented by MARKS & HARRISON, judgment for other, total 15,053",STATE_COURT
,Virginia,Fairfax,2009,Personal Injury,Other,verdict,14684,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 14,683.92",STATE_COURT
State v. Domingo,Hawaii,,2009,Bus Accident,Wrongful Death,verdict,13225.94,"Defendant-Appellant Fredy Domingo (Domingo) appeals from the Judgment of Conviction and Probation Sentence entered on June 2, 2008 (Judgment) in the Circuit Court of the First Circuit (Circuit Co.",CourtListener
,Virginia,Chesterfield,2009,Personal Injury,Other,verdict,13000,"Virginia District Court Motion for Judgment, (Chesterfield), plaintiff represented by MARKS & HARRISON PC, judgment for plaintiff, total 13,000",STATE_COURT
,Virginia,Petersburg,2009,Personal Injury,Other,verdict,10603,"Virginia District Court Motion for Judgment, (Petersburg), plaintiff represented by MARKS & HARRISON, judgment for plaintiff, total 10,603",STATE_COURT
,Virginia,Roanoke City,2009,Personal Injury,Other,verdict,2119,"Virginia District Court Motion for Judgment, (Roanoke City), plaintiff represented by GENTRY LOCKE, judgment for plaintiff, total 2,119",STATE_COURT
In Re Methyl Tertiary Butyl Ether Products Liability Litigation,New York,,2008,Other,Back Injury,settlement,422000000,"In addition, they have agreed to pay seventy percent of the cost of treating any of plaintiffs’ non-contaminated wells (“threatened wells”) that become contaminated abov.",CourtListener
Lovett v. Interfaith Medical Center,New York,,2008,Medical Malpractice,Back Injury,settlement,31575000,"The defendants appeal, as limited by their brief, from so much of a judgment of the Supreme Court, Kings County (Knipel, J.",CourtListener
"NCRIC, Inc. v. Columbia Hospital for Women Medical Center, Inc.",District of Columbia,,2008,Medical Malpractice,Back Injury,verdict,22000000,Medical Malpractice jury verdict of $22 million in District of Columbia.,CourtListener
Cintron v. New York City Transit Authority,New York,,2008,Bus Accident,Traumatic Brain Injury,verdict,20000000,Jury awarded $20 million for traumatic injuries sustained involving the NYC Transit Authority. The court later granted a motion to reduce the verdict.,CourtListener
De La Cruz v. New York City Transit Authority,New York,,2008,Truck Accident,Back Injury,settlement,12500000,Truck Accident settlement of $12.5 million in New York.,CourtListener
"Ford Motor Company v. Glen Miller Individually and as Personal Representative of the Heirs and Estate of Carolyn Miller, Shawn Leann Dean, John Roland, and Alma Roland",Texas,,2008,Premises Liability,Wrongful Death,verdict,10000000,Premises Liability jury verdict of $10 million in Texas.,CourtListener
Byrd v. Bowie,Mississippi,,2008,Medical Malpractice,Wrongful Death,verdict,2000000,Medical Malpractice jury verdict of $2 million in Mississippi.,CourtListener
Doyle v. City of Buffalo,New York,,2008,Medical Malpractice,Spinal Cord Injury,settlement,1636000,"The City conceded liability on behalf of its Police Department and defendant John Sanders, the arresting officer, and, after a trial on damages only, the jury awarded plaintiff the sum of $1,636.",CourtListener
Marus v. Village Medical,New York,,2008,Medical Malpractice,Wrongful Death,verdict,1020733.5,"In an action, inter alia, to recover damages for medical malpractice and wrongful death, the defendants Village Medical and Adam Semegran appeal from a judgment of the Supreme Court, Westchester County (Bellantoni, J.",CourtListener
Homan v. Herzig,New York,,2008,Car Accident,Soft Tissue Injury,verdict,783226,"Jury trial in Jefferson County resulted in a personal injury judgment of $783,225 after a motor vehicle accident.",CourtListener
Homan v. Herzig,New York,,2008,Motorcycle Accident,Other,verdict,783225.51,The judgment awarded plaintiff money damages of $783.,CourtListener
Motorcyclist Struck by Vehicle (MI ZSK),Michigan,,2008,Motorcycle Accident,Other,settlement,650000,"Motorcyclist struck by another vehicle, causing injuries.",News
Mahmood v. Cathey,Louisiana,,2008,Medical Malpractice,Wrongful Death,verdict,500000,"Medical Malpractice jury verdict of $500,000 in Louisiana.",CourtListener
"Farmer v. PATRICIAN SLP, LLC",Louisiana,,2008,Medical Malpractice,Back Injury,settlement,329500,"After a trial on damages, the jury awarded Plaintiff a total of $329.",CourtListener
Kohlmeyer v. Second Injury Fund,Indiana,,2008,Workplace Injury,Other,settlement,165405.43,"The parties have agreed that Plaintiffs claims for worker’s compensation disability benefits in coordination with social security benefits are hereby satisfied, and future medical expenses are hereby settled, for the combi.",CourtListener
Mayes v. Second Injury Fund,Indiana,,2008,Workplace Injury,Back Injury,settlement,100000,"Workplace Injury settlement of $100,000 in Indiana.",CourtListener
Van Ert v. State Farm Mut. Auto. Ins. Co.,Nebraska,,2008,Car Accident,Wrongful Death,verdict,100000,"That insurance policy had a bodily injury liability limit of $50,000, which did not cover the amount of Leonard's damages.",CourtListener
Viehland v. Moehlmann,Missouri,,2008,Car Accident,Other,verdict,32000,Entered judgment on the jury’s verdict in favor of Plaintiff and awarded damages in the amount of $32.,CourtListener
,Virginia,Fairfax,2008,Personal Injury,Other,verdict,13964,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 13,964.25",STATE_COURT
,Virginia,Chesterfield,2008,Personal Injury,Other,verdict,9041,"Virginia District Court Motion for Judgment, (Chesterfield), plaintiff represented by MARKS & HARRISON, judgment for plaintiff, total 9,041",STATE_COURT
,Virginia,Chesterfield,2008,Personal Injury,Other,verdict,7553,"Virginia District Court Motion for Judgment, (Chesterfield), plaintiff represented by MARKS & HARRISON, judgment for plaintiff, total 7,553",STATE_COURT
,Virginia,Fairfax,2008,Personal Injury,Other,verdict,6897,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 6,897.42",STATE_COURT
,Virginia,Fairfax,2008,Personal Injury,Other,verdict,498,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 498",STATE_COURT
Harris v. Mt. Sinai Medical Center,Ohio,,2007,Medical Malpractice,Knee Injury,verdict,30000000,The appeal resulted from a $30 million jury verdict arising out of claimed medical malpractice during the birth of Walter Hollins in.,CourtListener
Miraglia v. H & L Holding Corp.,New York,,2007,Premises Liability,Spinal Cord Injury,verdict,23295000,Premises Liability jury verdict of $23.3 million in New York.,CourtListener
Miraglia v. H & L Holding Corp.,New York,,2007,Bus Accident,Spinal Cord Injury,settlement,10000000,This Court’s affirmance of an order denying plaintiffs motion for partial summary judgment did not preclude the trial court from directing a verdict in plaintiffs favor (see Sorrentino v Ronbet Co.,CourtListener
Hensley v. Lawrence,New York,,2007,Medical Malpractice,Back Injury,settlement,7500000,Medical Malpractice settlement of $7.5 million in New York.,CourtListener
Gersh v. Bowman,Kentucky,,2007,Car Accident,Knee Injury,settlement,2000000,The jury instructions included that the amount of future medical expenses awarded could not exceed $43.,CourtListener
Columbus Regional Healthcare System v. Henderson,Georgia,,2007,Medical Malpractice,Wrongful Death,verdict,1000000,"A jury awarded $100,000 for the pain and suffering of Celeste and awarded the full amount of medical expenses incurred for her hospital care on February 3-4.",CourtListener
