caseTitle,state,county,year,practiceArea,injuryType,resultType,amount,description,source
Kuykendall v. Allstate Fire & Casualty Ins. Co.,Texas,,2019,Car Accident,Other,verdict,400260,"Texas verdict of $400,260 in 2019. Case type: Breach of Contract, Car Accident, Insurance Bad Faith, Motor Vehicle Accident. Reported as Kuykendall v. Allstate Fire & Casualty Ins. Co.. Listed by TopVerdict.",TopVerdict
"Davy v. Jenkins, et al.",Florida,,2019,Car Accident,Other,verdict,400000,"Florida verdict of $400,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Davy v. Jenkins, et al.. Listed by TopVerdict.",TopVerdict
"Driver v. Tavern, et al.",New Jersey,,2019,Car Accident,Other,settlement,400000,"New Jersey settlement of $400,000 in 2019. Case type: Car Accident, Dram Shop Liability, Motor Vehicle Accident, Personal Injury. Reported as Driver v. Tavern, et al.. Listed by TopVerdict.",TopVerdict
Holmes v. Ricciardi,New Jersey,,2019,Car Accident,Other,verdict,400000,"New Jersey verdict of $400,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Holmes v. Ricciardi. Listed by TopVerdict.",TopVerdict
Petosa v. Palughi,New Jersey,,2019,Car Accident,Other,settlement,400000,"New Jersey settlement of $400,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Petosa v. Palughi. Listed by TopVerdict.",TopVerdict
"Trombetta v. Inguanta, et al.",New York,,2019,Car Accident,Other,verdict,400000,"New York verdict of $400,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Trombetta v. Inguanta, et al.. Listed by TopVerdict.",TopVerdict
Givens v. Sapida,California,,2019,Car Accident,Other,verdict,397034,"California verdict of $397,034 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Givens v. Sapida. Listed by TopVerdict.",TopVerdict
Pyles v. Kelz,Florida,,2019,Car Accident,Other,verdict,387505,"Florida verdict of $387,505 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Pyles v. Kelz. Listed by TopVerdict.",TopVerdict
Burgess v. Allstate Fire and Casualty Ins. Co.,Texas,,2019,Car Accident,Other,verdict,386009,"Texas verdict of $386,009 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Burgess v. Allstate Fire and Casualty Ins. Co.. Listed by TopVerdict.",TopVerdict
Beerbower v. GEICO,Florida,,2019,Car Accident,Other,verdict,381202,"Florida verdict of $381,202 in 2019. Case type: Breach of Contract, Car Accident, Insurance Bad Faith, Motor Vehicle Accident. Reported as Beerbower v. GEICO. Listed by TopVerdict.",TopVerdict
Clinton v. Hannah,Texas,,2019,Car Accident,Other,settlement,375000,"Texas settlement of $375,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Gross Negligence. Reported as Clinton v. Hannah. Listed by TopVerdict.",TopVerdict
"Mullings v. Grimaldi, et al.",New York,,2019,Car Accident,Other,verdict,375000,"New York verdict of $375,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Entrustment. Reported as Mullings v. Grimaldi, et al.. Listed by TopVerdict.",TopVerdict
"Phrampus v. Klouda, et al.",Florida,,2019,Car Accident,Other,verdict,375000,"Florida verdict of $375,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Entrustment. Reported as Phrampus v. Klouda, et al.. Listed by TopVerdict.",TopVerdict
Harrington v. Estate of Kardas,New York,,2019,Car Accident,Wrongful Death,verdict,373000,"New York verdict of $373,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Harrington v. Estate of Kardas. Listed by TopVerdict.",TopVerdict
"Dzieciol v. Rocha, et al.",New Jersey,,2019,Car Accident,Other,settlement,365000,"New Jersey settlement of $365,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Dzieciol v. Rocha, et al.. Listed by TopVerdict.",TopVerdict
Iriarte v. Weaver,California,,2019,Car Accident,Other,verdict,365000,"California verdict of $365,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Iriarte v. Weaver. Listed by TopVerdict.",TopVerdict
Cahoon v. Auto-Owners Ins. Co.,Florida,,2019,Car Accident,Other,verdict,361083,"Florida verdict of $361,083 in 2019. Case type: Breach of Contract, Car Accident, Insurance Bad Faith, Motor Vehicle Accident. Reported as Cahoon v. Auto-Owners Ins. Co.. Listed by TopVerdict.",TopVerdict
Cambronero v. Ruchman,New Jersey,,2019,Car Accident,Traumatic Brain Injury,verdict,360000,"New Jersey verdict of $360,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Brain Injury. Reported as Cambronero v. Ruchman. Listed by TopVerdict.",TopVerdict
"Bikos v. Sainvil, et al.",Florida,,2019,Car Accident,Other,verdict,358473,"Florida verdict of $358,473 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Entrustment. Reported as Bikos v. Sainvil, et al.. Listed by TopVerdict.",TopVerdict
Lasher v. Allstate Ins. Co.,New Jersey,,2019,Car Accident,Other,verdict,355000,"New Jersey verdict of $355,000 in 2019. Case type: Breach of Contract, Car Accident, Insurance Bad Faith, Motor Vehicle Accident. Reported as Lasher v. Allstate Ins. Co.. Listed by TopVerdict.",TopVerdict
"Dixon v. World Fiber Technologies Inc., et al.",Florida,,2019,Car Accident,Other,verdict,351488,"Florida verdict of $351,488 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Dixon v. World Fiber Technologies Inc., et al.. Listed by TopVerdict.",TopVerdict
,Indiana,Marion,2019,Car Accident,Other,verdict,350000,"Indiana jury verdict of $350,000 in Marion County, reported as Underinsured Motorist.",Indiana Jury Verdict Reporter
Beasley v. Gray,New Jersey,,2019,Car Accident,Other,verdict,350000,"New Jersey verdict of $350,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Beasley v. Gray. Listed by TopVerdict.",TopVerdict
"Butts v. Porch, et al.",New Jersey,,2019,Car Accident,Other,verdict,350000,"New Jersey verdict of $350,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Entrustment. Reported as Butts v. Porch, et al.. Listed by TopVerdict.",TopVerdict
Estate of Driver v. Khan,New York,,2019,Car Accident,Wrongful Death,settlement,350000,"New York settlement of $350,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Wrongful Death, Negligent Tort. Reported as Estate of Driver v. Khan. Listed by TopVerdict.",TopVerdict
"Mata v. Wickliffe, et al.",Florida,,2019,Car Accident,Other,verdict,350000,"Florida verdict of $350,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Entrustment. Reported as Mata v. Wickliffe, et al.. Listed by TopVerdict.",TopVerdict
"Mayo, et al. v. Johnson",Texas,,2019,Car Accident,Wrongful Death,settlement,350000,"Texas settlement of $350,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Wrongful Death, Negligent Tort. Reported as Mayo, et al. v. Johnson. Listed by TopVerdict.",TopVerdict
Melendez v. Sipina,New Jersey,,2019,Car Accident,Other,verdict,350000,"New Jersey verdict of $350,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Melendez v. Sipina. Listed by TopVerdict.",TopVerdict
Moore v. Estate of Martinez,New York,,2019,Car Accident,Wrongful Death,verdict,350000,"New York verdict of $350,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Moore v. Estate of Martinez. Listed by TopVerdict.",TopVerdict
Roth v. GEICO,Colorado,,2019,Car Accident,Other,verdict,345000,"Colorado verdict of $345,000 in 2019. Case type: Breach of Contract, Car Accident, Insurance Bad Faith, Motor Vehicle Accident. Reported as Roth v. GEICO. Listed by TopVerdict.",TopVerdict
McGann v. Progressive American Ins. Co.,Florida,,2019,Car Accident,Other,verdict,344840,"Florida verdict of $344,840 in 2019. Case type: Breach of Contract, Car Accident, Insurance Bad Faith, Motor Vehicle Accident. Reported as McGann v. Progressive American Ins. Co.. Listed by TopVerdict.",TopVerdict
,Michigan,,2019,Car Accident,Soft Tissue Injury,verdict,340000,"Plaintiff struck by a tractor-trailer that ran a red light, causing soft tissue injuries.",News
"Bowe v. Sisto, et al.",New Jersey,,2019,Car Accident,Other,settlement,340000,"New Jersey settlement of $340,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Bowe v. Sisto, et al.. Listed by TopVerdict.",TopVerdict
Covingston v. Fry,Texas,,2019,Car Accident,Other,verdict,337228,"Texas verdict of $337,228 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Covingston v. Fry. Listed by TopVerdict.",TopVerdict
Pink v. Roberts,California,,2019,Car Accident,Other,settlement,336650,"California settlement of $336,650 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Pink v. Roberts. Listed by TopVerdict.",TopVerdict
Deary v. Norman,Florida,,2019,Car Accident,Other,verdict,332500,"Florida verdict of $332,500 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Property Damage. Reported as Deary v. Norman. Listed by TopVerdict.",TopVerdict
"Conforme v. Soroka, et al.",New York,,2019,Car Accident,Other,verdict,330000,"New York verdict of $330,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Entrustment. Reported as Conforme v. Soroka, et al.. Listed by TopVerdict.",TopVerdict
Ojeda v. Gomez,New Jersey,,2019,Car Accident,Other,verdict,330000,"New Jersey verdict of $330,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Entrustment. Reported as Ojeda v. Gomez. Listed by TopVerdict.",TopVerdict
Sorfazian v. Saltzberg,California,,2019,Car Accident,Other,verdict,326100,"California verdict of $326,100 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Sorfazian v. Saltzberg. Listed by TopVerdict.",TopVerdict
"Adams v. Florida Power & Light Co., et al.",Florida,,2019,Car Accident,Other,verdict,322651,"Florida verdict of $322,651 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Entrustment. Reported as Adams v. Florida Power & Light Co., et al.. Listed by TopVerdict.",TopVerdict
,Nebraska,,2019,Car Accident,Back Injury,verdict,320900,Rear-end collision in which the plaintiff underwent an L4-S1 fusion procedure.,News
Diaz v. Encompass Indemnity Co.,Texas,,2019,Car Accident,Other,verdict,320000,"Texas verdict of $320,000 in 2019. Case type: Breach of Contract, Car Accident, Motor Vehicle Accident, Personal Injury. Reported as Diaz v. Encompass Indemnity Co.. Listed by TopVerdict.",TopVerdict
Ingram v. Tringali,Florida,,2019,Car Accident,Other,verdict,318033,"Florida verdict of $318,033 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Ingram v. Tringali. Listed by TopVerdict.",TopVerdict
"Bolduc v. Hanson, et al.",New Jersey,,2019,Car Accident,Traumatic Brain Injury,settlement,315000,"New Jersey settlement of $315,000 in 2019. Case type: Car Accident, Dram Shop Liability, Motor Vehicle Accident, Personal Injury. Reported as Bolduc v. Hanson, et al.. Listed by TopVerdict.",TopVerdict
"Estate of Alvarez v. County of Los Angeles, et al.",California,,2019,Car Accident,Wrongful Death,settlement,315000,"California settlement of $315,000 in 2019. Case type: Car Accident, Dangerous Condition, Government Negligence, Motor Vehicle Accident. Reported as Estate of Alvarez v. County of Los Angeles, et al.. Listed by TopVerdict.",TopVerdict
"Schmidt v. Rasool, et al.",New Jersey,,2019,Car Accident,Other,settlement,315000,"New Jersey settlement of $315,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Schmidt v. Rasool, et al.. Listed by TopVerdict.",TopVerdict
"Masciocchi v. McGroarty, et al.",New Jersey,,2019,Car Accident,Other,settlement,309500,"New Jersey settlement of $309,500 in 2019. Case type: Breach of Contract, Car Accident, Fraud, Insurance Bad Faith. Reported as Masciocchi v. McGroarty, et al.. Listed by TopVerdict.",TopVerdict
Tsang v. Geico Gen. Ins. Co.,Florida,,2019,Car Accident,Other,verdict,308335,"Florida verdict of $308,335 in 2019. Case type: Breach of Contract, Car Accident, Insurance Bad Faith, Motor Vehicle Accident. Reported as Tsang v. Geico Gen. Ins. Co.. Listed by TopVerdict.",TopVerdict
"Arevalo v. Phan, et al.",Texas,,2019,Car Accident,Other,verdict,305122,"Texas verdict of $305,122 in 2019. Case type: Breach of Contract, Car Accident, Motor Vehicle Accident, Personal Injury. Reported as Arevalo v. Phan, et al.. Listed by TopVerdict.",TopVerdict
Coleman v. McGrath,New Jersey,,2019,Car Accident,Other,verdict,300000,"New Jersey verdict of $300,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Coleman v. McGrath. Listed by TopVerdict.",TopVerdict
Falcon-Marin v. Vincent,New York,,2019,Car Accident,Other,verdict,300000,"New York verdict of $300,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Falcon-Marin v. Vincent. Listed by TopVerdict.",TopVerdict
Glover v. Almiron,New Jersey,,2019,Car Accident,Other,verdict,300000,"New Jersey verdict of $300,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Glover v. Almiron. Listed by TopVerdict.",TopVerdict
Gonzalez v. Ramirez,Texas,,2019,Car Accident,Traumatic Brain Injury,settlement,300000,"Texas settlement of $300,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Brain Injury. Reported as Gonzalez v. Ramirez. Listed by TopVerdict.",TopVerdict
Grima v. State Farm Indemnity Co.,New Jersey,,2019,Car Accident,Other,verdict,300000,"New Jersey verdict of $300,000 in 2019. Case type: Breach of Contract, Car Accident, Insurance Bad Faith, Motor Vehicle Accident. Reported as Grima v. State Farm Indemnity Co.. Listed by TopVerdict.",TopVerdict
"Gurariy v. Royal Aluminum, et al.",New Jersey,,2019,Car Accident,Traumatic Brain Injury,settlement,300000,"New Jersey settlement of $300,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Brain Injury. Reported as Gurariy v. Royal Aluminum, et al.. Listed by TopVerdict.",TopVerdict
Jimenez v. Chan,New Jersey,,2019,Car Accident,Other,settlement,300000,"New Jersey settlement of $300,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Jimenez v. Chan. Listed by TopVerdict.",TopVerdict
"Leone v. Pierre, et al.",New York,,2019,Car Accident,Other,verdict,300000,"New York verdict of $300,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Entrustment. Reported as Leone v. Pierre, et al.. Listed by TopVerdict.",TopVerdict
"Nedelka v. Aasmaa, et al.",New Jersey,,2019,Car Accident,Other,settlement,300000,"New Jersey settlement of $300,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Nedelka v. Aasmaa, et al.. Listed by TopVerdict.",TopVerdict
Nti v. Nimoh,New Jersey,,2019,Car Accident,Other,settlement,300000,"New Jersey settlement of $300,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Nti v. Nimoh. Listed by TopVerdict.",TopVerdict
Rodriguez v. Magdalena,New York,,2019,Car Accident,Other,verdict,300000,"New York verdict of $300,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Rodriguez v. Magdalena. Listed by TopVerdict.",TopVerdict
"Ryan v. Alloway Wine and Liquors, Inc.",New Jersey,,2019,Car Accident,Wrongful Death,settlement,300000,"New Jersey settlement of $300,000 in 2019. Case type: Car Accident, Dram Shop Liability, Motor Vehicle Accident, Wrongful Death. Reported as Ryan v. Alloway Wine and Liquors, Inc.. Listed by TopVerdict.",TopVerdict
"Sales v. Shea Nassau Suffolk Delivery Corp., et al.",New Jersey,,2019,Car Accident,Other,settlement,300000,"New Jersey settlement of $300,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Sales v. Shea Nassau Suffolk Delivery Corp., et al.. Listed by TopVerdict.",TopVerdict
Umana v. Gurrieri,New York,,2019,Car Accident,Other,verdict,300000,"New York verdict of $300,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Entrustment. Reported as Umana v. Gurrieri. Listed by TopVerdict.",TopVerdict
Adams v. Halgren,Florida,,2019,Car Accident,Other,verdict,297691,"Florida verdict of $297,691 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Adams v. Halgren. Listed by TopVerdict.",TopVerdict
Rogers v. Drew,California,,2019,Car Accident,Other,verdict,296311,"California verdict of $296,311 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Rogers v. Drew. Listed by TopVerdict.",TopVerdict
"Campbell v. Gray, et al.",New Jersey,,2019,Car Accident,Traumatic Brain Injury,settlement,295000,"New Jersey settlement of $295,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Underinsured Motorist. Reported as Campbell v. Gray, et al.. Listed by TopVerdict.",TopVerdict
Desch v. Viola,New Jersey,,2019,Car Accident,Other,settlement,295000,"New Jersey settlement of $295,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Desch v. Viola. Listed by TopVerdict.",TopVerdict
Mejia v. Vu,California,,2019,Car Accident,Other,verdict,292244,"California verdict of $292,244 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Mejia v. Vu. Listed by TopVerdict.",TopVerdict
Willis v. Bush,Texas,,2019,Car Accident,Other,verdict,285000,"Texas verdict of $285,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Willis v. Bush. Listed by TopVerdict.",TopVerdict
Sinclair v. Estate of Carillo,Florida,,2019,Car Accident,Wrongful Death,verdict,277540,"Florida verdict of $277,540 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Sinclair v. Estate of Carillo. Listed by TopVerdict.",TopVerdict
Haddad v. Brennan,New York,,2019,Car Accident,Other,verdict,275500,"New York verdict of $275,500 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Haddad v. Brennan. Listed by TopVerdict.",TopVerdict
,New Jersey,,2019,Car Accident,Burns,settlement,275000,"In December of 2019, Matt Villani settled a motor vehicle accident case for a middle aged woman whose legs were severely burned when her airbag deployed. As a result of her injuries, she was compelled to treat at the St. Barnabas outpatient Burn Center for over a year.",Gelman Gelman Wiskow & McCarthy
Maurelis v. Gattuso,New York,,2019,Car Accident,Other,verdict,274000,"New York verdict of $274,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Maurelis v. Gattuso. Listed by TopVerdict.",TopVerdict
Recchione v. Gonzalez,New Jersey,,2019,Car Accident,Other,settlement,270000,"New Jersey settlement of $270,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Recchione v. Gonzalez. Listed by TopVerdict.",TopVerdict
Sonnenburg v. Daniels,Illinois,,2019,Car Accident,Other,verdict,270000,"Illinois verdict of $270,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Sonnenburg v. Daniels. Listed by TopVerdict.",TopVerdict
Miers v. Urquidez,Texas,,2019,Car Accident,Other,verdict,268815,"Texas verdict of $268,815 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Miers v. Urquidez. Listed by TopVerdict.",TopVerdict
Buckner v. Wood,Florida,,2019,Car Accident,Other,verdict,267609,"Florida verdict of $267,609 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Buckner v. Wood. Listed by TopVerdict.",TopVerdict
Salazar v. Gomez,Florida,,2019,Car Accident,Other,verdict,266839,"Florida verdict of $266,839 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Salazar v. Gomez. Listed by TopVerdict.",TopVerdict
"Arellano v. Kowalsy, et al.",New Jersey,,2019,Car Accident,Other,settlement,266500,"New Jersey settlement of $266,500 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Arellano v. Kowalsy, et al.. Listed by TopVerdict.",TopVerdict
"Espinosa v. Crabtree, et al.",Texas,,2019,Car Accident,Wrongful Death,settlement,265000,"Texas settlement of $265,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Wrongful Death, Negligent Tort. Reported as Espinosa v. Crabtree, et al.. Listed by TopVerdict.",TopVerdict
Martinez-Lopez v. Pioth,Illinois,,2019,Car Accident,Other,verdict,265000,"Illinois verdict of $265,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Martinez-Lopez v. Pioth. Listed by TopVerdict.",TopVerdict
Sun v. Andrade,California,,2019,Car Accident,Other,verdict,265000,"California verdict of $265,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Emotional Distress. Reported as Sun v. Andrade. Listed by TopVerdict.",TopVerdict
Perez v. Gullett,California,,2019,Car Accident,Other,verdict,260995,"California verdict of $260,995 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Perez v. Gullett. Listed by TopVerdict.",TopVerdict
Samie v. Allstate County Mutual Ins. Co.,Texas,,2019,Car Accident,Other,verdict,260217,"Texas verdict of $260,217 in 2019. Case type: Breach of Contract, Car Accident, Insurance Bad Faith, Motor Vehicle Accident. Reported as Samie v. Allstate County Mutual Ins. Co.. Listed by TopVerdict.",TopVerdict
"Taylor v. Polanco, et al.",New Jersey,,2019,Car Accident,Other,verdict,260000,"New Jersey verdict of $260,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Underinsured Motorist. Reported as Taylor v. Polanco, et al.. Listed by TopVerdict.",TopVerdict
Kelly v. Farwell,New York,,2019,Car Accident,Traumatic Brain Injury,settlement,257000,"New York settlement of $257,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Brain Injury. Reported as Kelly v. Farwell. Listed by TopVerdict.",TopVerdict
Spitzer v. Spitzer,New Jersey,,2019,Car Accident,Other,settlement,257000,"New Jersey settlement of $257,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Spitzer v. Spitzer. Listed by TopVerdict.",TopVerdict
Hawks v. Brauss Lawn Service,Tennessee,Wilson,2019,Car Accident,Wrongful Death,verdict,255852,"Tennessee jury verdict of $255,852 in Wilson County (2019).",Tennessee Jury Verdict Reporter
"Ellzey v. Whitley, et al.",Texas,,2019,Car Accident,Other,verdict,255500,"Texas verdict of $255,500 in 2019. Case type: Breach of Contract, Car Accident, Deceptive Trade Practices, Fraud. Reported as Ellzey v. Whitley, et al.. Listed by TopVerdict.",TopVerdict
Radcliffe v. Barnett,Texas,,2019,Car Accident,Other,verdict,255500,"Texas verdict of $255,500 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Radcliffe v. Barnett. Listed by TopVerdict.",TopVerdict
Awal v. Liberow,New York,,2019,Car Accident,Other,verdict,255000,"New York verdict of $255,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Awal v. Liberow. Listed by TopVerdict.",TopVerdict
Kapka v. Morrison,New Jersey,,2019,Car Accident,Other,verdict,251715,"New Jersey verdict of $251,715 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Kapka v. Morrison. Listed by TopVerdict.",TopVerdict
Guevara v. Hedrick,Florida,,2019,Car Accident,Other,verdict,250769,"Florida verdict of $250,769 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Guevara v. Hedrick. Listed by TopVerdict.",TopVerdict
Cano v. The County of Orange,California,,2019,Car Accident,Other,verdict,250146,"California verdict of $250,146 in 2019. Case type: Car Accident, Motor Vehicle Accident, Negligent Supervision, Personal Injury. Reported as Cano v. The County of Orange. Listed by TopVerdict.",TopVerdict
,South Carolina,,2019,Car Accident,Back Injury,verdict,250000,"Woman rear-ended on I-77, sustaining neck, back, and chest injuries.",News
Chung v. Shaw,New York,Kings,2019,Car Accident,Herniated Disc,verdict,250000,"Plaintiff stopped at a red light was struck in the rear, suffering a herniated C5-6 disc with radiculopathy requiring anterior cervical discectomy and fusion. The appellate court increased the award to $250,000.",News
"Claros v. Mamadou, et al.",New York,,2019,Car Accident,Other,verdict,250000,"New York verdict of $250,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Entrustment. Reported as Claros v. Mamadou, et al.. Listed by TopVerdict.",TopVerdict
"Davis v. Zeballos, et al.",New Jersey,,2019,Car Accident,Other,verdict,250000,"New Jersey verdict of $250,000 in 2019. Case type: Breach of Contract, Car Accident, Insurance Bad Faith, Motor Vehicle Accident. Reported as Davis v. Zeballos, et al.. Listed by TopVerdict.",TopVerdict
Estate of Pineda v. Samira Enterprise Inc.,Texas,,2019,Car Accident,Wrongful Death,settlement,250000,"Texas settlement of $250,000 in 2019. Case type: Car Accident, Dram Shop Liability, Motor Vehicle Accident, Wrongful Death. Reported as Estate of Pineda v. Samira Enterprise Inc.. Listed by TopVerdict.",TopVerdict
"Fonfara v. Sofia, et al.",New Jersey,,2019,Car Accident,Other,settlement,250000,"New Jersey settlement of $250,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Fonfara v. Sofia, et al.. Listed by TopVerdict.",TopVerdict
Gadaborshev v. Subin,New Jersey,,2019,Car Accident,Other,settlement,250000,"New Jersey settlement of $250,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Gadaborshev v. Subin. Listed by TopVerdict.",TopVerdict
"Garbowski v. Eskow, et al.",New Jersey,,2019,Car Accident,Other,settlement,250000,"New Jersey settlement of $250,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Garbowski v. Eskow, et al.. Listed by TopVerdict.",TopVerdict
"Grissom v. Koerner, et al.",New Jersey,,2019,Car Accident,Other,settlement,250000,"New Jersey settlement of $250,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Grissom v. Koerner, et al.. Listed by TopVerdict.",TopVerdict
Jimenez v. City of Los Angeles,California,,2019,Car Accident,Other,settlement,250000,"California settlement of $250,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Jimenez v. City of Los Angeles. Listed by TopVerdict.",TopVerdict
Johnson v. Suwal,New York,,2019,Car Accident,Other,settlement,250000,"New York settlement of $250,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Johnson v. Suwal. Listed by TopVerdict.",TopVerdict
"O’Donoghoe v. Geico, et al.",New Jersey,,2019,Car Accident,Other,settlement,250000,"New Jersey settlement of $250,000 in 2019. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Underinsured Motorist. Reported as O’Donoghoe v. Geico, et al.. Listed by TopVerdict.",TopVerdict
